genome_name,species,Assembly_version_NCBI,Accession,Complete7tm,Completeno7tm,Complete_Total,Ambiguous,Edge,Pseudogene,Truncated
Tor_tambroides,Tor_tambroides,GCA_021397915.2_ASM2139791v2,GCA_021397915.2,5,0,5,0,0,4,0
Gyps_himalayensis,Gyps_himalayensis,GCA_021398385.1_ASM2139838v1,GCA_021398385.1,2,0,2,0,0,1,0
Caranx_ignobilis,Caranx_ignobilis,GCA_021432705.1_BYU_Cign_1.0,GCA_021432705.1,2,0,2,0,0,0,0
Catharus_minimus,Catharus_minimus,GCA_021437185.1_HU_Cminimus_1.0,GCA_021437185.1,4,1,5,1,4,0,0
Catharus_bicknelli,Catharus_bicknelli,GCA_021437205.1_HU_Cbicknelli_1.0,GCA_021437205.1,5,2,7,1,2,1,0
Cryptotis_parvus,Cryptotis_parvus,GCA_021461705.1_Cryptotis_parva_assembly_1.0,GCA_021461705.1,6,5,11,0,0,26,5
Ovibos_moschatus,Ovibos_moschatus,GCA_021462335.1_ASM2146233v1,GCA_021462335.1,18,2,20,0,0,17,1
Hipposideros_pendleburyi,Hipposideros_pendleburyi,GCA_021464545.1_ASM2146454v1,GCA_021464545.1,20,1,21,0,5,6,1
Rutilus_rutilus,Rutilus_rutilus,GCA_021464565.1_fRutRut3.pri.20211004,GCA_021464565.1,3,1,4,0,0,0,0
Pavo_cristatus,Pavo_cristatus,GCA_021513735.1_PavCris_1.0,GCA_021513735.1,2,0,2,0,0,1,0
Acrocephalus_arundinaceus,Acrocephalus_arundinaceus,GCA_021534815.1_ASM2153481v1,GCA_021534815.1,5,4,9,0,0,4,1
Thunnus_orientalis,Thunnus_orientalis,GCA_021601225.1_Tori_3.0,GCA_021601225.1,1,1,2,0,0,2,0
Mastomys_natalensis,Mastomys_natalensis,GCA_021653895.1_UFL_Mnatal_1.0,GCA_021653895.1,24,6,30,0,0,39,8
Lonchura_striata,Lonchura_striata,GCA_021869885.1_ASM2186988v1,GCA_021869885.1,3,1,4,0,0,1,0
Pipa_carvalhoi,Pipa_carvalhoi,GCA_021901965.1_W530,GCA_021901965.1,10,1,11,0,16,0,0
Artemisiospiza_belli,Artemisiospiza_belli,GCA_021963965.1_bArtBel1.0.p,GCA_021963965.1,13,0,13,0,0,0,0
Lynx_rufus,Lynx_rufus,GCA_022079265.1_mLynRuf1.p,GCA_022079265.1,13,1,14,0,0,13,0
Actinemys_marmorata,Actinemys_marmorata,GCA_022086475.1_rActMar1.p,GCA_022086475.1,7,0,7,0,0,8,2
Progne_subis_subis,Progne_subis_subis,GCA_022316685.1_UM_PSub_1,GCA_022316685.1,9,2,11,0,0,2,0
Moschus_berezovskii,Moschus_berezovskii,GCA_022376915.1_ASM2237691v1,GCA_022376915.1,20,1,21,0,0,15,1
Tragulus_kanchil,Tragulus_kanchil,GCA_022376925.1_ASM2237692v1,GCA_022376925.1,19,4,23,0,0,22,6
Anilios_bituberculatus,Anilios_bituberculatus,GCA_022379055.1_ASM2237905v1,GCA_022379055.1,0,0,0,0,0,0,0
Tretioscincus_oriximinensis,Tretioscincus_oriximinensis,GCA_022410635.1_HLtreOri1,GCA_022410635.1,14,0,14,3,0,0,2
Calyptommatus_sinebrachiatus,Calyptommatus_sinebrachiatus,GCA_022412395.1_HLcalSin1,GCA_022412395.1,9,0,9,11,0,2,2
Noturus_placidus,Noturus_placidus,GCA_022414735.1_MU_Nplac_3.0,GCA_022414735.1,3,0,3,0,0,3,0
Acrocephalus_familiaris_kingi,Acrocephalus_familiaris_kingi,GCA_022441285.1_AcrFamKingi1.0,GCA_022441285.1,2,2,4,0,2,0,0
Rangifer_tarandus,Rangifer_tarandus,GCA_022457185.1_ASM2245718v1,GCA_022457185.1,22,1,23,0,1,18,2
Myiozetetes_cayanensis,Myiozetetes_cayanensis,GCA_022539395.1_myiCay2020,GCA_022539395.1,6,0,6,1,0,3,1
Embiotoca_jacksoni,Embiotoca_jacksoni,GCA_022577435.1_fEmbJac1.0.p,GCA_022577435.1,3,0,3,0,0,0,0
Passerculus_sandwichensis_alaudinus,Passerculus_sandwichensis_alaudinus,GCA_022577445.1_bPasSan1.0.p,GCA_022577445.1,14,3,17,0,0,0,0
Arizona_elegans,Arizona_elegans,GCA_022577455.1_rAriEle1.0.p,GCA_022577455.1,1,0,1,0,0,1,0
Laterallus_jamaicensis_coturniculus,Laterallus_jamaicensis_coturniculus,GCA_022605575.1_bLatJam1.0.p,GCA_022605575.1,2,0,2,0,0,0,0
Rallus_limicola,Rallus_limicola,GCA_022605955.1_bRalLim1.0.p,GCA_022605955.1,2,0,2,0,0,0,1
Phrynoglossus_myanhessei,Phrynoglossus_myanhessei,GCA_022657655.1_ASM2265765v1,GCA_022657655.1,41,9,50,0,62,3,3
Semicossyphus_pulcher,Semicossyphus_pulcher,GCA_022749685.1_fSemPul1.0.p,GCA_022749685.1,4,0,4,0,0,0,0
Melospiza_melodia,Melospiza_melodia,GCA_022749695.1_bMelMel1.0.p,GCA_022749695.1,13,4,17,0,0,1,0
Emberiza_elegans,Emberiza_elegans,GCA_022818055.1_ASM2281805v1,GCA_022818055.1,15,5,20,0,0,2,0
Neoarius_graeffei,Neoarius_graeffei,GCA_022956915.1_ASM2295691v1,GCA_022956915.1,3,0,3,0,0,1,0
Elgaria_multicarinata_webbii,Elgaria_multicarinata_webbii,GCA_023053635.1_rElgMul1.0.p,GCA_023053635.1,17,0,17,0,0,4,1
Diadophis_punctatus_similis,Diadophis_punctatus_similis,GCA_023053685.1_rDiaPun1.0.p,GCA_023053685.1,1,0,1,0,0,1,0
Clinocottus_analis,Clinocottus_analis,GCA_023055335.1_fCliAna1.0.p,GCA_023055335.1,4,0,4,0,0,0,0
Agelaius_tricolor,Agelaius_tricolor,GCA_023055355.1_bAgeTri1.0.p,GCA_023055355.1,9,0,9,0,0,0,0
Callipepla_californica_brunnescens,Callipepla_californica_brunnescens,GCA_023055505.1_bCalCai1.0.p,GCA_023055505.1,8,0,8,0,0,0,0
Clarias_fuscus,Clarias_fuscus,GCA_023065575.1_ASM2306557v1,GCA_023065575.1,3,0,3,1,2,1,0
Ursus_arctos,Ursus_arctos,GCA_023065955.1_UrsArc1.0,GCA_023065955.1,18,0,18,0,0,8,1
Corvus_cornix,Corvus_cornix,GCA_023065965.1_Corvus_cornix_S_Up_H60_v1.0_flye.10kbFILTER,GCA_023065965.1,0,1,1,0,0,9,0
Atherinomorus_stipes,Atherinomorus_stipes,GCA_023101725.1_atherinomorus_stipes_v1,GCA_023101725.1,2,0,2,0,0,0,1
Typhlomys_cinereus,Typhlomys_cinereus,GCA_023101885.1_KIZ_TCIN_v1.0,GCA_023101885.1,42,6,48,0,1,20,1
Spilogale_interrupta,Spilogale_interrupta,GCA_023159085.1_UWYO_SpInte_0.1,GCA_023159085.1,16,1,17,0,0,7,2
Speothos_venaticus,Speothos_venaticus,GCA_023170115.1_Speothos_venaticus_v01,GCA_023170115.1,15,1,16,0,2,7,0
Aspidoscelis_tigris_stejnegeri,Aspidoscelis_tigris_stejnegeri,GCA_023333525.1_rAspTig1.0.p,GCA_023333525.1,1,0,1,0,0,0,2
Puffinus_mauretanicus,Puffinus_mauretanicus,GCA_023333565.1_ASM2333356v1,GCA_023333565.1,2,0,2,0,0,0,0
Sceloporus_occidentalis,Sceloporus_occidentalis,GCA_023333645.1_rSceOcc1.0.p,GCA_023333645.1,75,8,83,0,0,18,6
Balaenoptera_physalus,Balaenoptera_physalus,GCA_023338255.1_SBiKF_Bphy_ph2,GCA_023338255.1,2,2,4,0,0,11,1
Cebidichthys_violaceus,Cebidichthys_violaceus,GCA_023349555.1_fCebVio1.0.p,GCA_023349555.1,6,1,7,1,0,0,0
Charina_bottae,Charina_bottae,GCA_023362775.1_rChaBot1.0.p,GCA_023362775.1,1,0,1,0,0,1,0
Nycticorax_nycticorax,Nycticorax_nycticorax,GCA_023375905.1_ASM2337590v1,GCA_023375905.1,2,0,2,0,0,1,0
Bettongia_penicillata_ogilbyi,Bettongia_penicillata_ogilbyi,GCA_023548195.1_mBetpen1.pri.20210916,GCA_023548195.1,39,3,42,0,0,31,1
Myrmecobius_fasciatus,Myrmecobius_fasciatus,GCA_023553655.1_mMyrfas1.20211206,GCA_023553655.1,11,0,11,0,0,17,1
Piaractus_mesopotamicus,Piaractus_mesopotamicus,GCA_023558415.1_UNR_Pmes_1.0,GCA_023558415.1,17,0,17,4,3,7,3
Actinemys_pallida,Actinemys_pallida,GCA_023634205.1_rActPal1.0.p,GCA_023634205.1,8,0,8,0,0,13,2
Phaethornis_superciliosus,Phaethornis_superciliosus,GCA_023637945.1_DD_ASM_B1,GCA_023637945.1,6,0,6,0,0,2,0
Empidonax_alnorum,Empidonax_alnorum,GCA_023644505.1_EAln_1.0,GCA_023644505.1,11,4,15,1,17,6,1
Varanus_salvator_macromaculatus,Varanus_salvator_macromaculatus,GCA_023646645.1_ASM2364664v1,GCA_023646645.1,3,0,3,0,0,0,0
Odocoileus_virginianus,Odocoileus_virginianus,GCA_023699985.1_Ovbor_1.0,GCA_023699985.1,20,2,22,0,0,17,1
Hoolock_leuconedys,Hoolock_leuconedys,GCA_023748175.1_ASM2374817v1,GCA_023748175.1,20,2,22,0,0,6,0
Symphalangus_syndactylus,Symphalangus_syndactylus,GCA_023761135.1_ASM2376113v1,GCA_023761135.1,21,0,21,0,0,7,0
Trachypithecus_phayrei_crepuscula,Trachypithecus_phayrei_crepuscula,GCA_023762245.1_ASM2376224v1,GCA_023762245.1,23,0,23,0,0,18,2
Pygathrix_nigripes,Pygathrix_nigripes,GCA_023764695.1_ASM2376469v1,GCA_023764695.1,15,1,16,0,0,14,2
Rhinopithecus_strykeri,Rhinopithecus_strykeri,GCA_023764705.1_ASM2376470v1,GCA_023764705.1,22,1,23,0,0,17,1
Pongo_pygmaeus,Pongo_pygmaeus,GCA_023767775.1_ASM2376777v1,GCA_023767775.1,22,3,25,0,0,14,0
Pithecia_pithecia,Pithecia_pithecia,GCA_023779675.1_ASM2377967v1,GCA_023779675.1,22,1,23,0,0,11,0
Papio_hamadryas,Papio_hamadryas,GCA_023781915.1_ASM2378191v1,GCA_023781915.1,26,3,29,0,0,19,1
Nomascus_siki,Nomascus_siki,GCA_023783065.1_ASM2378306v1,GCA_023783065.1,19,1,20,0,0,7,0
Mandrillus_sphinx,Mandrillus_sphinx,GCA_023783085.1_ASM2378308v1,GCA_023783085.1,24,2,26,0,0,24,0
Macaca_assamensis,Macaca_assamensis,GCA_023783095.1_ASM2378309v1,GCA_023783095.1,25,1,26,0,0,16,1
Loris_tardigradus,Loris_tardigradus,GCA_023783135.1_ASM2378313v1,GCA_023783135.1,20,1,21,0,0,20,0
Lophocebus_aterrimus,Lophocebus_aterrimus,GCA_023783235.1_ASM2378323v1,GCA_023783235.1,26,1,27,0,0,13,2
Galago_moholi,Galago_moholi,GCA_023783435.1_ASM2378343v1,GCA_023783435.1,26,1,27,0,0,12,1
Erythrocebus_patas,Erythrocebus_patas,GCA_023783455.1_ASM2378345v1,GCA_023783455.1,26,0,26,0,0,15,3
Daubentonia_madagascariensis,Daubentonia_madagascariensis,GCA_023783475.1_ASM2378347v1,GCA_023783475.1,13,3,16,0,0,14,1
Chlorocebus_aethiops,Chlorocebus_aethiops,GCA_023783515.1_ASM2378351v1,GCA_023783515.1,27,3,30,0,0,13,2
Cercopithecus_albogularis,Cercopithecus_albogularis,GCA_023783535.1_ASM2378353v1,GCA_023783535.1,21,1,22,0,0,15,3
Ateles_geoffroyi,Ateles_geoffroyi,GCA_023783555.1_ASM2378355v1,GCA_023783555.1,20,1,21,0,0,13,1
Cebus_albifrons,Cebus_albifrons,GCA_023783575.1_ASM2378357v1,GCA_023783575.1,14,0,14,0,0,10,0
Macaca_silenus,Macaca_silenus,GCA_023807365.1_ASM2380736v1,GCA_023807365.1,27,1,28,0,0,16,1
Phrynocephalus_versicolor,Phrynocephalus_versicolor,GCA_023846285.1_PhrVer,GCA_023846285.1,15,0,15,0,3,16,3
Pseudis_tocantins,Pseudis_tocantins,GCA_023970735.1_UNICAMP_Ptoc_Z_chromosome_1.0,GCA_023970735.1,0,0,0,0,0,0,0
Azemiops_feae,Azemiops_feae,GCA_023970755.1_CU_Afeae_1.0,GCA_023970755.1,2,0,2,0,0,0,0
Gulo_gulo_luscus,Gulo_gulo_luscus,GCA_023973185.1_Gulo_gulo_luscus_A-V1.0,GCA_023973185.1,14,2,16,0,3,9,0
Prochilodus_magdalenae,Prochilodus_magdalenae,GCA_024036415.1_ASM2403641v1,GCA_024036415.1,12,1,13,0,0,3,0
Gymnocypris_eckloni,Gymnocypris_eckloni,GCA_024082105.1_ASM2408210v1,GCA_024082105.1,2,0,2,0,0,0,0
Ginglymostoma_cirratum,Ginglymostoma_cirratum,GCA_024137785.1_ASM2413778v1,GCA_024137785.1,1,0,1,0,0,0,0
Syngnathus_scovelli,Syngnathus_scovelli,GCA_024217435.2_RoL_Ssco_1.1,GCA_024217435.2,2,0,2,0,0,0,0
Accipiter_cooperii,Accipiter_cooperii,GCA_024222105.1_ASM2422210v1,GCA_024222105.1,2,0,2,0,1,0,0
Chrysocyon_brachyurus,Chrysocyon_brachyurus,GCA_024262425.1_ASM2426242v1,GCA_024262425.1,16,1,17,0,0,6,0
Psittacara_holochlorus,Psittacara_holochlorus,GCA_024320895.1_ASM2432089v1,GCA_024320895.1,2,0,2,0,0,0,0
Eupsittula_cactorum,Eupsittula_cactorum,GCA_024320935.1_ASM2432093v1,GCA_024320935.1,2,0,2,0,0,0,0
Primolius_couloni,Primolius_couloni,GCA_024331605.1_ASM2433160v1,GCA_024331605.1,1,0,1,0,0,1,0
Psittacara_leucophthalmus,Psittacara_leucophthalmus,GCA_024331625.1_ASM2433162v1,GCA_024331625.1,2,0,2,0,0,0,0
Poicephalus_robustus,Poicephalus_robustus,GCA_024331645.1_ASM2433164v1,GCA_024331645.1,1,0,1,0,0,1,0
Amazona_autumnalis,Amazona_autumnalis,GCA_024331665.1_ASM2433166v1,GCA_024331665.1,2,0,2,0,3,0,0
Stegophilus_panzeri,Stegophilus_panzeri,GCA_024331685.1_ASM2433168v1,GCA_024331685.1,3,0,3,1,7,3,0
Cyanopsitta_spixii,Cyanopsitta_spixii,GCA_024336845.1_ASM2433684v1,GCA_024336845.1,2,0,2,0,0,0,0
Actenoides_hombroni,Actenoides_hombroni,GCA_024336885.1_ASM2433688v1,GCA_024336885.1,2,0,2,0,0,0,0
Diopsittaca_nobilis,Diopsittaca_nobilis,GCA_024337085.1_ASM2433708v1,GCA_024337085.1,2,0,2,0,0,0,0
Eptatretus_burgeri,Eptatretus_burgeri,GCA_024346535.1_Eburgeri_v1,GCA_024346535.1,0,0,0,0,0,0,0
Neodontobutis_hainanensis,Neodontobutis_hainanensis,GCA_024349245.1_ASM2434924v1,GCA_024349245.1,0,0,0,0,0,1,0
Pionus_maximiliani,Pionus_maximiliani,GCA_024361725.1_ASM2436172v1,GCA_024361725.1,1,0,1,1,1,0,0
Cacatua_alba,Cacatua_alba,GCA_024361745.1_ASM2436174v1,GCA_024361745.1,1,0,1,0,1,1,0
Psittacara_wagleri,Psittacara_wagleri,GCA_024361765.1_ASM2436176v1,GCA_024361765.1,2,0,2,0,4,0,0
Silurus_asotus,Silurus_asotus,GCA_024362625.1_ASM2436262v1,GCA_024362625.1,7,0,7,0,0,0,1
Setophaga_petechia,Setophaga_petechia,GCA_024362935.1_bSetPet1.0.p,GCA_024362935.1,10,6,16,0,0,1,0
Callocephalon_fimbriatum,Callocephalon_fimbriatum,GCA_024363025.1_ASM2436302v1,GCA_024363025.1,1,0,1,0,0,1,0
Aratinga_maculata,Aratinga_maculata,GCA_024363045.1_ASM2436304v1,GCA_024363045.1,2,0,2,0,0,0,0
Pyrrhura_roseifrons,Pyrrhura_roseifrons,GCA_024363065.1_ASM2436306v1,GCA_024363065.1,1,1,2,0,0,0,0
Eos_semilarvata,Eos_semilarvata,GCA_024363085.1_ASM2436308v1,GCA_024363085.1,1,0,1,0,0,0,1
Hyperoodon_ampullatus,Hyperoodon_ampullatus,GCA_024363105.1_DAL_HAmp_1,GCA_024363105.1,0,1,1,0,1,6,1
Leptodoras_oyakawai,Leptodoras_oyakawai,GCA_024363135.1_ASM2436313v1,GCA_024363135.1,4,0,4,0,8,1,0
Aquila_nipalensis,Aquila_nipalensis,GCA_024363155.1_ASM2436315v1,GCA_024363155.1,2,0,2,0,0,1,0
Accipiter_hiogaster,Accipiter_hiogaster,GCA_024363185.1_ASM2436318v1,GCA_024363185.1,2,0,2,0,0,1,0
Perognathus_longimembris,Perognathus_longimembris,GCA_024363435.1_mPerLon1.0.a,GCA_024363435.1,27,1,28,0,0,3,2
Oostethus_manadensis,Oostethus_manadensis,GCA_024372805.1_ASM2437280v1,GCA_024372805.1,2,0,2,0,0,0,0
Falco_tinnunculus,Falco_tinnunculus,GCA_024430995.1_CommonKestrel10X.pri,GCA_024430995.1,2,0,2,0,0,1,0
Falco_peregrinus_peregrinator,Falco_peregrinus_peregrinator,GCA_024431005.1_BlackShaheen10X.pri,GCA_024431005.1,2,0,2,0,0,1,0
Falco_peregrinus_peregrinus,Falco_peregrinus_peregrinus,GCA_024432065.1_Peregrine10X.alt,GCA_024432065.1,2,0,2,0,0,1,0
Falco_pelegrinoides,Falco_pelegrinoides,GCA_024432695.1_Barbary10X.pri,GCA_024432695.1,2,0,2,0,0,1,0
Pterophyllum_scalare,Pterophyllum_scalare,GCA_024447675.1_IM_Pscalare_1.0,GCA_024447675.1,0,0,0,0,0,2,0
Daboia_siamensis,Daboia_siamensis,GCA_024449315.1_ASM2444931v1,GCA_024449315.1,2,0,2,0,0,0,0
Pyrrhura_hoffmanni,Pyrrhura_hoffmanni,GCA_024496005.1_ASM2449600v1,GCA_024496005.1,1,1,2,0,0,0,0
Darevskia_valentini,Darevskia_valentini,GCA_024498535.1_Dval_245,GCA_024498535.1,27,0,27,0,12,1,3
Halcyon_malimbica,Halcyon_malimbica,GCA_024499975.1_ASM2449997v1,GCA_024499975.1,2,0,2,0,0,0,0
Pyrrhura_lucianii,Pyrrhura_lucianii,GCA_024499995.1_ASM2449999v1,GCA_024499995.1,2,0,2,0,4,0,0
Entomyzon_cyanotis,Entomyzon_cyanotis,GCA_024500445.1_MCZ_Ecyan_1.0,GCA_024500445.1,12,4,16,0,0,0,1
Vulpes_ferrilata,Vulpes_ferrilata,GCA_024500485.1_ASM2450048v1,GCA_024500485.1,17,0,17,0,0,5,0
Gulo_gulo,Gulo_gulo,GCA_900006375.2_Gulo_2.2_annotated,GCA_900006375.2,12,1,13,2,5,6,1
Pogona_vitticeps,Pogona_vitticeps,GCA_900067755.1_pvi1.1,GCA_900067755.1,22,0,22,0,8,3,1
Labrus_bergylta,Labrus_bergylta,GCA_900080235.1_BallGen_V1,GCA_900080235.1,4,0,4,0,0,1,0
Leuciscus_waleckii,Leuciscus_waleckii,GCA_900092035.1_Amur_ide_genome,GCA_900092035.1,0,1,1,0,0,2,0
Saxicola_maurus_maurus,Saxicola_maurus,GCA_900205225.1_Saxicola_maurus.2,GCA_900205225.1,0,0,0,5,2,1,0
Lacerta_bilineata,Lacerta_bilineata,GCA_900245895.1_L._bilineata_genome_assembly,GCA_900245895.1,26,1,27,0,0,0,0
Lacerta_viridis,Lacerta_viridis,GCA_900245905.1_ASM90024590v1,GCA_900245905.1,29,1,30,0,0,3,1
Melanogrammus_aeglefinus,Melanogrammus_aeglefinus,GCA_900291075.1_MAEA_1,GCA_900291075.1,6,1,7,0,0,4,0
Osmerus_eperlanus,Osmerus_eperlanus,GCA_900302275.1_ASM90030227v1,GCA_900302275.1,3,0,3,0,0,2,2
Percopsis_transmontana,Percopsis_transmontana,GCA_900302285.1_ASM90030228v1,GCA_900302285.1,2,0,2,0,0,1,0
Parasudis_fraserbrunneri,Parasudis_fraserbrunneri,GCA_900302295.1_ASM90030229v1,GCA_900302295.1,4,0,4,0,0,3,3
Polymixia_japonica,Polymixia_japonica,GCA_900302305.1_ASM90030230v1,GCA_900302305.1,1,1,2,0,1,0,1
Phycis_blennoides,Phycis_blennoides,GCA_900302315.1_ASM90030231v1,GCA_900302315.1,3,1,4,0,0,0,0
Muraenolepis_marmorata,Muraenolepis_marmorata,GCA_900302325.1_ASM90030232v1,GCA_900302325.1,2,0,2,0,1,0,0
Phycis_phycis,Phycis_phycis,GCA_900302335.1_ASM90030233v1,GCA_900302335.1,4,1,5,0,0,0,0
Melanonus_zugmayeri,Melanonus_zugmayeri,GCA_900302345.1_ASM90030234v1,GCA_900302345.1,2,0,2,0,0,1,0
Cyttopsis_rosea,Cyttopsis_rosea,GCA_900302355.1_ASM90030235v1,GCA_900302355.1,1,0,1,0,0,0,0
Macrourus_berglax,Macrourus_berglax,GCA_900302365.1_ASM90030236v1,GCA_900302365.1,7,0,7,0,2,0,0
Bathygadus_melanobranchus,Bathygadus_melanobranchus,GCA_900302375.1_ASM90030237v1,GCA_900302375.1,3,0,3,0,0,1,0
Lota_lota,Lota_lota,GCA_900302385.1_ASM90030238v1,GCA_900302385.1,1,1,2,0,0,1,0
Bregmaceros_cantori,Bregmaceros_cantori,GCA_900302395.1_ASM90030239v1,GCA_900302395.1,5,2,7,0,1,1,4
Typhlichthys_subterraneus,Typhlichthys_subterraneus,GCA_900302405.1_ASM90030240v1,GCA_900302405.1,1,0,1,0,0,0,0
Trisopterus_minutus,Trisopterus_minutus,GCA_900302415.1_ASM90030241v1,GCA_900302415.1,8,1,9,0,1,2,1
Brosme_brosme,Brosme_brosme,GCA_900302425.1_ASM90030242v1,GCA_900302425.1,3,1,4,0,2,2,0
Boreogadus_saida,Boreogadus_saida,GCA_900302515.1_ASM90030251v1,GCA_900302515.1,4,1,5,0,1,2,0
Neoniphon_sammara,Neoniphon_sammara,GCA_900302535.1_ASM90030253v1,GCA_900302535.1,1,0,1,0,2,0,1
Lampris_guttatus,Lampris_guttatus,GCA_900302545.1_ASM90030254v1,GCA_900302545.1,0,1,1,0,0,2,0
Myripristis_jacobus,Myripristis_jacobus,GCA_900302555.1_ASM90030255v1,GCA_900302555.1,3,1,4,0,0,0,0
Gadus_chalcogrammus,Gadus_chalcogrammus,GCA_900302575.1_ASM90030257v1,GCA_900302575.1,5,1,6,0,0,1,0
Regalecus_glesne,Regalecus_glesne,GCA_900302585.1_ASM90030258v1,GCA_900302585.1,0,0,0,0,0,0,0
Gadiculus_argenteus,Gadiculus_argenteus,GCA_900302595.1_ASM90030259v1,GCA_900302595.1,7,1,8,1,2,2,0
Rondeletia_loricata,Rondeletia_loricata,GCA_900302605.1_ASM90030260v1,GCA_900302605.1,1,0,1,0,0,0,0
Holocentrus_rufus,Holocentrus_rufus,GCA_900302615.1_ASM90030261v1,GCA_900302615.1,1,1,2,0,0,0,0
Chatrabus_melanurus,Chatrabus_melanurus,GCA_900302635.1_ASM90030263v1,GCA_900302635.1,4,1,5,0,0,1,0
Sebastes_norvegicus,Sebastes_norvegicus,GCA_900302655.1_ASM90030265v1,GCA_900302655.1,3,0,3,0,0,0,1
Spondyliosoma_cantharus,Spondyliosoma_cantharus,GCA_900302685.1_ASM90030268v1,GCA_900302685.1,4,0,4,1,0,1,0
Helostoma_temminkii,Helostoma_temminkii,GCA_900302695.1_ASM90030269v1,GCA_900302695.1,1,0,1,0,0,0,0
Parablennius_parvicornis,Parablennius_parvicornis,GCA_900302745.1_ASM90030274v1,GCA_900302745.1,1,0,1,0,0,0,0
Chromis_chromis,Chromis_chromis,GCA_900302755.1_ASM90030275v1,GCA_900302755.1,5,0,5,0,0,0,0
Mora_moro,Mora_moro,GCA_900303205.1_Mora_mora_assembly,GCA_900303205.1,2,1,3,0,0,0,0
Trachyrincus_scabrus,Trachyrincus_scabrus,GCA_900303215.1_ASM90030321v1,GCA_900303215.1,4,1,5,0,0,1,0
Laemonema_laureysi,Laemonema_laureysi,GCA_900303225.1_ASM90030322v1,GCA_900303225.1,3,0,3,0,0,0,0
Arctogadus_glacialis,Arctogadus_glacialis,GCA_900303235.1_ASM90030323v1,GCA_900303235.1,5,2,7,0,1,3,1
Selene_dorsalis,Selene_dorsalis,GCA_900303245.1_ASM90030324v1,GCA_900303245.1,3,0,3,0,0,0,0
Lesueurigobius_sanzi,Lesueurigobius_sanzi,GCA_900303255.1_ASM90030325v1,GCA_900303255.1,6,0,6,0,5,1,0
Brotula_barbata,Brotula_barbata,GCA_900303265.1_ASM90030326v1,GCA_900303265.1,1,0,1,0,0,0,0
Antennarius_striatus,Antennarius_striatus,GCA_900303275.1_ASM90030327v1,GCA_900303275.1,2,0,2,0,0,0,0
Rhinella_marina,Rhinella_marina,GCA_900303285.1_RM170330,GCA_900303285.1,125,9,134,0,0,19,10
Merluccius_merluccius,Merluccius_merluccius,GCA_900312545.1_ASM90031254v1,GCA_900312545.1,3,1,4,0,0,1,0
Lamprogrammus_exutus,Lamprogrammus_exutus,GCA_900312555.1_ASM90031255v1,GCA_900312555.1,3,1,4,0,0,0,0
Beryx_splendens,Beryx_splendens,GCA_900312565.1_ASM90031256v1,GCA_900312565.1,3,0,3,0,1,0,1
Acanthochaenus_luetkenii,Acanthochaenus_luetkenii,GCA_900312575.1_ASM90031257v1,GCA_900312575.1,0,0,0,0,0,1,0
Malacocephalus_occidentalis,Malacocephalus_occidentalis,GCA_900312585.1_ASM90031258v1,GCA_900312585.1,6,0,6,0,0,0,0
Guentherus_altivela,Guentherus_altivela,GCA_900312595.1_ASM90031259v1,GCA_900312595.1,0,0,0,0,0,1,0
Stylephorus_chordatus,Stylephorus_chordatus,GCA_900312615.1_ASM90031261v1,GCA_900312615.1,0,0,0,0,0,0,0
Merluccius_polli,Merluccius_polli,GCA_900312625.1_ASM90031262v1,GCA_900312625.1,2,1,3,1,0,0,0
Pollachius_virens,Pollachius_virens,GCA_900312635.1_ASM90031263v1,GCA_900312635.1,8,2,10,0,0,4,0
Carapus_acus,Carapus_acus,GCA_900312935.1_ASM90031293v1,GCA_900312935.1,0,1,1,0,0,0,0
Merluccius_capensis,Merluccius_capensis,GCA_900312945.1_ASM90031294v1,GCA_900312945.1,3,1,4,0,0,0,0
Myoxocephalus_scorpius,Myoxocephalus_scorpius,GCA_900312955.1_ASM90031295v1,GCA_900312955.1,3,0,3,0,0,0,0
Molva_molva,Molva_molva,GCA_900323295.1_ASM90032329v1,GCA_900323295.1,4,1,5,0,2,1,0
Trachyrincus_murrayi,Trachyrincus_murrayi,GCA_900323305.1_ASM90032330v1,GCA_900323305.1,4,1,5,0,0,1,0
Borostomias_antarcticus,Borostomias_antarcticus,GCA_900323325.1_ASM90032332v1,GCA_900323325.1,1,0,1,0,0,2,0
Zeus_faber,Zeus_faber,GCA_900323335.1_ASM90032333v1,GCA_900323335.1,0,0,0,0,0,1,0
Pseudochromis_fuscus,Pseudochromis_fuscus,GCA_900323345.1_ASM90032334v1,GCA_900323345.1,4,0,4,0,2,0,0
Merlangius_merlangus,Merlangius_merlangus,GCA_900323355.1_ASM90032335v1,GCA_900323355.1,4,1,5,0,0,3,0
Monocentris_japonicus,Monocentris_japonicus,GCA_900323365.1_ASM90032336v1,GCA_900323365.1,1,0,1,0,0,1,1
Benthosema_glaciale,Benthosema_glaciale,GCA_900323375.1_ASM90032337v1,GCA_900323375.1,0,0,0,0,0,1,0
Simochromis_diagramma,Simochromis_diagramma,GCA_900408965.1_fSimDia1.1,GCA_900408965.1,1,0,1,0,0,0,0
Danionella_dracula,Danionella_dracula,GCA_900490495.1_fDanDra1.1,GCA_900490495.1,4,0,4,0,0,0,0
Arapaima_gigas,Arapaima_gigas,GCA_900497675.1_Agigas_genome_assembly_all_mixed_samples,GCA_900497675.1,3,0,3,2,0,1,0
